reference_raw,reference_normalized,row_count,year_hint,query_title,resolved_doi,resolved_title,resolved_journal,resolved_year,resolved_source,match_score,resolution_status,candidate_json
2017 Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes,strong and broadly tunable plasmon resonances in thick films of aligned carbon nanotubes,2,2017.0,Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes,10.1021/acs.nanolett.7b02522,Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes,Nano Letters,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 64.238976, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.7b02522"", ""journal"": ""Nano Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes"", ""year"": 2017}, {""api_error"": null, ""api_score"": 3495.6033, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.7b02522"", ""journal"": ""Nano Letters"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes"", ""year"": 2017}, {""api_error"": null, ""api_score"": 101.07597, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.7b02522.s001"", ""journal"": null, ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 39.41655, ""api_status"": 200, ""doi"": ""10.1021/acs.jpcc.9b00643.s001"", ""journal"": null, ""match_score"": 0.6134969325153374, ""source"": ""crossref"", ""title"": ""Gate-Tunable Fano Resonances in Parallel-Polyacene-Bridged Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 44.302757, ""api_status"": 200, ""doi"": ""10.1021/acsami.6b05258.s001"", ""journal"": null, ""match_score"": 0.527363184079602, ""source"": ""crossref"", ""title"": ""Engineering Gold Nanoparticles in Compass Shape with Broadly Tunable Plasmon Resonances and High-Performance SERS"", ""year"": null}]"
2017_Carbon nanotube wires with continuous current rating exceeding 20 Amperes,carbon nanotube wires with continuous current rating exceeding 20 amperes,2,2017.0,Carbon nanotube wires with continuous current rating exceeding 20 Amperes,10.1063/1.4990981,Carbon nanotube wires with continuous current rating exceeding 20 Amperes,Journal of Applied Physics,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 57.022774, ""api_status"": 200, ""doi"": ""10.1063/1.4990981"", ""journal"": ""Journal of Applied Physics"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Carbon nanotube wires with continuous current rating exceeding 20 Amperes"", ""year"": 2017}, {""api_error"": null, ""api_score"": 2097.6858, ""api_status"": 200, ""doi"": ""10.1063/1.4990981"", ""journal"": ""Journal of Applied Physics"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Carbon nanotube wires with continuous current rating exceeding 20 Amperes"", ""year"": 2017}, {""api_error"": null, ""api_score"": 31.608011, ""api_status"": 200, ""doi"": ""10.3403/30305024"", ""journal"": null, ""match_score"": 0.5444444444444444, ""source"": ""crossref"", ""title"": ""Electric cut-outs for low pressure Type O for ordinary duty with working currents not exceeding 100 amperes"", ""year"": null}, {""api_error"": null, ""api_score"": 145.26987, ""api_status"": 200, ""doi"": ""10.3390/nano9030383"", ""journal"": ""Nanomaterials"", ""match_score"": 0.375, ""source"": ""openalex"", ""title"": ""High Ampacity Carbon Nanotube Materials"", ""year"": 2019}, {""api_error"": null, ""api_score"": 34.39314, ""api_status"": 200, ""doi"": ""10.1021/acsanm.9b01859.s001"", ""journal"": null, ""match_score"": 0.4134078212290503, ""source"": ""crossref"", ""title"": ""Sustaining Enhanced Electrical Conductivity in KAuBr4Doped Carbon Nanotube Wires at High Current Densities"", ""year"": null}]"
2018 A comparison of the twisted and untwisted structures for one-dimensional carbon nanotube assemblies,a comparison of the twisted and untwisted structures for one dimensional carbon nanotube assemblies,2,2018.0,A comparison of the twisted and untwisted structures for one-dimensional carbon nanotube assemblies,10.1016/j.matdes.2018.02.068,A comparison of the twisted and untwisted structures for one-dimensional carbon nanotube assemblies,Materials &amp; Design,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 54.70766, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2018.02.068"", ""journal"": ""Materials &amp; Design"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""A comparison of the twisted and untwisted structures for one-dimensional carbon nanotube assemblies"", ""year"": 2018}, {""api_error"": null, ""api_score"": 2500.354, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2018.02.068"", ""journal"": ""Materials & Design"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""A comparison of the twisted and untwisted structures for one-dimensional carbon nanotube assemblies"", ""year"": 2018}, {""api_error"": null, ""api_score"": 42.87906, ""api_status"": 200, ""doi"": ""10.1021/acsaelm.1c00472.s001"", ""journal"": null, ""match_score"": 0.5196078431372549, ""source"": ""crossref"", ""title"": ""Memristive Behavior in One-Dimensional Hexagonal Boron Nitride/Carbon Nanotube Heterostructure Assemblies"", ""year"": null}, {""api_error"": null, ""api_score"": 32.937546, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.1c04615.s001"", ""journal"": null, ""match_score"": 0.49142857142857144, ""source"": ""crossref"", ""title"": ""Targeting One- and Two-Dimensional TaTe Structures via Nanotube Encapsulation"", ""year"": null}, {""api_error"": null, ""api_score"": 262.37134, ""api_status"": 200, ""doi"": ""10.1039/c6cs00542j"", ""journal"": ""Chemical Society Reviews"", ""match_score"": 0.43093908629441624, ""source"": ""openalex"", ""title"": ""Self-assembling peptide and protein amyloids: from structure to tailored function in nanotechnology"", ""year"": 2017}]"
2018 Improved dry spinning process at elevated temperatures for making uniform and high strength CNT fibers,improved dry spinning process at elevated temperatures for making uniform and high strength cnt fibers,2,2018.0,Improved dry spinning process at elevated temperatures for making uniform and high strength CNT fibers,10.1088/2053-1591/aac757,Improved dry spinning process at elevated temperatures for making uniform and high strength CNT fibers,Materials Research Express,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 69.99639, ""api_status"": 200, ""doi"": ""10.1088/2053-1591/aac757"", ""journal"": ""Materials Research Express"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Improved dry spinning process at elevated temperatures for making uniform and high strength CNT fibers"", ""year"": 2018}, {""api_error"": null, ""api_score"": 2138.9658, ""api_status"": 200, ""doi"": ""10.1088/2053-1591/aac757"", ""journal"": ""Materials Research Express"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Improved dry spinning process at elevated temperatures for making uniform and high strength CNT fibers"", ""year"": 2018}, {""api_error"": null, ""api_score"": 36.5802, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.4c05181.s004"", ""journal"": null, ""match_score"": 0.44680851063829785, ""source"": ""crossref"", ""title"": ""High-Efficiency Dry-Jet Wet Spinning of Ultratoughness Regenerated Wool Keratin Fibers"", ""year"": null}, {""api_error"": null, ""api_score"": 36.530037, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.4c05181.s003"", ""journal"": null, ""match_score"": 0.44680851063829785, ""source"": ""crossref"", ""title"": ""High-Efficiency Dry-Jet Wet Spinning of Ultratoughness Regenerated Wool Keratin Fibers"", ""year"": null}, {""api_error"": null, ""api_score"": 352.50668, ""api_status"": 200, ""doi"": ""10.1038/ncomms4754"", ""journal"": ""Nature Communications"", ""match_score"": 0.3137823834196891, ""source"": ""openalex"", ""title"": ""Coaxial wet-spun yarn supercapacitors for high-energy density and safe wearable electronics"", ""year"": 2014}]"
2018 Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes,intrinsically ultrastrong plasmon exciton interactions in crystallized films of carbon nanotubes,2,2018.0,Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes,10.1073/pnas.1816251115,Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes,Proceedings of the National Academy of Sciences,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 56.225067, ""api_status"": 200, ""doi"": ""10.1073/pnas.1816251115"", ""journal"": ""Proceedings of the National Academy of Sciences"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 3268.2263, ""api_status"": 200, ""doi"": ""10.1073/pnas.1816251115"", ""journal"": ""Proceedings of the National Academy of Sciences"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 34.853355, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.7b02522.s001"", ""journal"": null, ""match_score"": 0.5652173913043478, ""source"": ""crossref"", ""title"": ""Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 32.034893, ""api_status"": 200, ""doi"": ""10.1016/j.spmi.2010.08.002"", ""journal"": ""Superlattices and Microstructures"", ""match_score"": 0.48043956043956043, ""source"": ""crossref"", ""title"": ""Exciton–plasmon coupling and biexcitonic nonlinearities in individual carbon nanotubes"", ""year"": 2011}, {""api_error"": null, ""api_score"": 180.23137, ""api_status"": 200, ""doi"": ""10.3390/nano9040564"", ""journal"": ""Nanomaterials"", ""match_score"": 0.41595238095238096, ""source"": ""openalex"", ""title"": ""Compounding Plasmon–Exciton Strong Coupling System with Gold Nanofilm to Boost Rabi Splitting"", ""year"": 2019}]"
2018_Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers,iodine nanoparticle enhancing electrical and thermal transport for carbon nanotube fibers,2,2018.0,Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers,10.1016/j.applthermaleng.2018.06.049,Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers,Applied Thermal Engineering,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 58.52778, ""api_status"": 200, ""doi"": ""10.1016/j.applthermaleng.2018.06.049"", ""journal"": ""Applied Thermal Engineering"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers"", ""year"": 2018}, {""api_error"": null, ""api_score"": 2727.744, ""api_status"": 200, ""doi"": ""10.1016/j.applthermaleng.2018.06.049"", ""journal"": ""Applied Thermal Engineering"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers"", ""year"": 2018}, {""api_error"": null, ""api_score"": 41.486282, ""api_status"": 200, ""doi"": ""10.1201/9781482285390-12"", ""journal"": ""Carbon Fibers"", ""match_score"": 0.6811594202898551, ""source"": ""crossref"", ""title"": ""Electrical and Thermal Transport in Carbon Fibers"", ""year"": 1998}, {""api_error"": null, ""api_score"": 38.215862, ""api_status"": 200, ""doi"": ""10.1021/acsami.1c01382.s001"", ""journal"": null, ""match_score"": 0.5425531914893617, ""source"": ""crossref"", ""title"": ""Unzipping Carbon Nanotube Bundles through NH Stacking for Enhanced Electrical and Thermal Transport"", ""year"": null}, {""api_error"": null, ""api_score"": 37.704147, ""api_status"": 200, ""doi"": ""10.1021/acs.jpcc.3c07299.s001"", ""journal"": null, ""match_score"": 0.4722222222222222, ""source"": ""crossref"", ""title"": ""Interfacial Thermal Transport and Electrical Performances of Supercapacitors with Graphene/Carbon Nanotube Composite Electrodes"", ""year"": null}]"
2019 Fabrication of high-strength carbon nanotube bundles using iron oxides coassisted chemical vapor deposition,fabrication of high strength carbon nanotube bundles using iron oxides coassisted chemical vapor deposition,2,2019.0,Fabrication of high-strength carbon nanotube bundles using iron oxides coassisted chemical vapor deposition,10.1063/1.5098370,Fabrication of high-strength carbon nanotube bundles using iron oxides co-assisted chemical vapor deposition,Applied Physics Letters,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 63.46587, ""api_status"": 200, ""doi"": ""10.1063/1.5098370"", ""journal"": ""Applied Physics Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Fabrication of high-strength carbon nanotube bundles using iron oxides co-assisted chemical vapor deposition"", ""year"": 2019}, {""api_error"": null, ""api_score"": 367.48105, ""api_status"": 200, ""doi"": ""10.1063/1.5098370"", ""journal"": ""Applied Physics Letters"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Fabrication of high-strength carbon nanotube bundles using iron oxides co-assisted chemical vapor deposition"", ""year"": 2019}, {""api_error"": null, ""api_score"": 46.377922, ""api_status"": 200, ""doi"": ""10.1021/acs.iecr.0c05742.s001"", ""journal"": null, ""match_score"": 0.6435643564356436, ""source"": ""crossref"", ""title"": ""Kinetics of Carbon Nanotube Aerogel Synthesis using Floating Catalyst Chemical Vapor Deposition"", ""year"": null}, {""api_error"": null, ""api_score"": 46.219055, ""api_status"": 200, ""doi"": ""10.1002/cvde.200504217"", ""journal"": ""Chemical Vapor Deposition"", ""match_score"": 0.43724137931034485, ""source"": ""crossref"", ""title"": ""Fabrication of High‐Purity, Double‐Walled Carbon Nanotube Buckypaper"", ""year"": 2006}, {""api_error"": null, ""api_score"": 42.69298, ""api_status"": 200, ""doi"": ""10.1002/cvde.200606531"", ""journal"": ""Chemical Vapor Deposition"", ""match_score"": 0.2761643835616438, ""source"": ""crossref"", ""title"": ""Behavior of Ni‐Doped MgMoO<sub>4</sub> Single‐Phase Catalysts for Synthesis of Multiwalled Carbon Nanotube Bundles"", ""year"": 2007}]"
2019 Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,intrinsic and extrinsically limited thermoelectric transport within semiconducting single walled carbon nanotube networks,2,2019.0,Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,10.1002/aelm.201800910,Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single‐Walled Carbon Nanotube Networks,Advanced Electronic Materials,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 78.071655, ""api_status"": 200, ""doi"": ""10.1002/aelm.201800910"", ""journal"": ""Advanced Electronic Materials"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single‐Walled Carbon Nanotube Networks"", ""year"": 2019}, {""api_error"": null, ""api_score"": 3230.9329, ""api_status"": 200, ""doi"": ""10.1002/aelm.201800910"", ""journal"": ""Advanced Electronic Materials"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single‐Walled Carbon Nanotube Networks"", ""year"": 2019}, {""api_error"": null, ""api_score"": 72.3318, ""api_status"": 200, ""doi"": ""10.1002/aelm.201970060"", ""journal"": ""Advanced Electronic Materials"", ""match_score"": 0.905938566552901, ""source"": ""crossref"", ""title"": ""Organic Thermoelectrics: Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single‐Walled Carbon Nanotube Networks (Adv. Electron. Mater. 11/2019)"", ""year"": 2019}, {""api_error"": null, ""api_score"": 70.5685, ""api_status"": 200, ""doi"": ""10.1021/acsnano.0c06181.s001"", ""journal"": null, ""match_score"": 0.7631578947368421, ""source"": ""crossref"", ""title"": ""Charge and Thermoelectric Transport in Polymer-Sorted Semiconducting Single-Walled Carbon Nanotube Networks"", ""year"": null}, {""api_error"": null, ""api_score"": 53.47785, ""api_status"": 200, ""doi"": ""10.1021/acsami.5c04471.s001"", ""journal"": null, ""match_score"": 0.6964285714285714, ""source"": ""crossref"", ""title"": ""Anion Effects in Electrochemical Transistors with Semiconducting Single-Walled Carbon Nanotube Networks"", ""year"": null}]"
2019_Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity,enhancing the interfacial interaction of carbon nanotubes fibers by au nanoparticles with improved performance of the electrical and thermal conductivity,2,2019.0,Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity,10.1016/j.carbon.2018.09.073,Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity,Carbon,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 71.38416, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2018.09.073"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity"", ""year"": 2019}, {""api_error"": null, ""api_score"": 5608.661, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2018.09.073"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity"", ""year"": 2018}, {""api_error"": null, ""api_score"": 39.12025, ""api_status"": 200, ""doi"": ""10.1021/acsami.6b12869.s001"", ""journal"": null, ""match_score"": 0.5223367697594502, ""source"": ""crossref"", ""title"": ""Alignment of Carbon Nanotubes in Carbon Nanotube Fibers Through Nanoparticles: A Route for Controlling Mechanical and Electrical Properties"", ""year"": null}, {""api_error"": null, ""api_score"": 43.136917, ""api_status"": 200, ""doi"": ""10.1021/acs.iecr.5c01021.s001"", ""journal"": null, ""match_score"": 0.41522491349480967, ""source"": ""crossref"", ""title"": ""Achieving Improved Ablative Performance by Enhancing the Interfacial Interaction between Silicone Rubber and Carbon Fiber Reinforcements"", ""year"": null}, {""api_error"": null, ""api_score"": 665.11096, ""api_status"": 200, ""doi"": ""10.1039/c8ra04205e"", ""journal"": ""RSC Advances"", ""match_score"": 0.352, ""source"": ""openalex"", ""title"": ""A review of the interfacial characteristics of polymer nanocomposites containing carbon nanotubes"", ""year"": 2018}]"
2020 Semiconducting carbon nanotube fibers for electrochemical biosensor platforms,semiconducting carbon nanotube fibers for electrochemical biosensor platforms,2,2020.0,Semiconducting carbon nanotube fibers for electrochemical biosensor platforms,10.1016/j.matdes.2020.108740,Semiconducting carbon nanotube fibers for electrochemical biosensor platforms,Materials &amp; Design,2020.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 47.091373, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2020.108740"", ""journal"": ""Materials &amp; Design"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Semiconducting carbon nanotube fibers for electrochemical biosensor platforms"", ""year"": 2020}, {""api_error"": null, ""api_score"": 1878.5559, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2020.108740"", ""journal"": ""Materials & Design"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Semiconducting carbon nanotube fibers for electrochemical biosensor platforms"", ""year"": 2020}, {""api_error"": null, ""api_score"": 848.38025, ""api_status"": 200, ""doi"": ""10.3390/s19020392"", ""journal"": ""Sensors"", ""match_score"": 0.7213905325443787, ""source"": ""openalex"", ""title"": ""Non-Covalent Functionalization of Carbon Nanotubes for Electrochemical Biosensor Development"", ""year"": 2019}, {""api_error"": null, ""api_score"": 934.47296, ""api_status"": 200, ""doi"": ""10.1016/j.bios.2020.112214"", ""journal"": ""Biosensors and Bioelectronics"", ""match_score"": 0.5403174603174603, ""source"": ""openalex"", ""title"": ""Electrochemical biosensors for pathogen detection"", ""year"": 2020}, {""api_error"": null, ""api_score"": 38.98685, ""api_status"": 200, ""doi"": ""10.1021/acssensors.4c00945.s001"", ""journal"": null, ""match_score"": 0.5098039215686274, ""source"": ""crossref"", ""title"": ""Chemically Self-Assembled Monolayer Semiconducting Single-Walled Carbon Nanotube-Based Biosensor Platform for Amyloid Detection"", ""year"": null}]"
"2020 Shampoo assisted aligning of carbon nanotubes toward strong, stiff and conductive fiber",shampoo assisted aligning of carbon nanotubes toward strong stiff and conductive fiber,2,2020.0,"Shampoo assisted aligning of carbon nanotubes toward strong, stiff and conductive fiber",10.1039/d0ra02675a,"Shampoo assisted aligning of carbon nanotubes toward strong, stiff and conductive fibers",RSC Advances,2020.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 64.49111, ""api_status"": 200, ""doi"": ""10.1039/d0ra02675a"", ""journal"": ""RSC Advances"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Shampoo assisted aligning of carbon nanotubes toward strong, stiff and conductive fibers"", ""year"": 2020}, {""api_error"": null, ""api_score"": 1791.9952, ""api_status"": 200, ""doi"": ""10.1039/d0ra02675a"", ""journal"": ""RSC Advances"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Shampoo assisted aligning of carbon nanotubes toward strong, stiff and conductive fibers"", ""year"": 2020}, {""api_error"": null, ""api_score"": 34.83743, ""api_status"": 200, ""doi"": ""10.1021/acsapm.0c00666.s001"", ""journal"": null, ""match_score"": 0.4880382775119617, ""source"": ""crossref"", ""title"": ""Dusting Thermoplastic Polyurethane Granules with Carbon Nanotubes toward Highly Stretchable Conductive Elastomer Composites"", ""year"": null}, {""api_error"": null, ""api_score"": 31.682287, ""api_status"": 200, ""doi"": ""10.1021/acsapm.5c01187.s001"", ""journal"": null, ""match_score"": 0.37551020408163266, ""source"": ""crossref"", ""title"": ""Strong Hierarchical Reinforcement Effect of Fe3O4Terminated Nanostructures of Finely Rebuilt Carbon Nanotubes at Short Carbon Fiber Surface on Epoxy Composites"", ""year"": null}, {""api_error"": null, ""api_score"": 96.78981, ""api_status"": 200, ""doi"": ""10.1155/2014/641759"", ""journal"": ""The Scientific World JOURNAL"", ""match_score"": 0.29333333333333333, ""source"": ""openalex"", ""title"": ""Effects of Engineered Nanomaterials on Plants Growth: An Overview"", ""year"": 2014}]"
2021_Fabrication of High Specific Electrical Conductivity and High Ampacity Carbon NanotubeCopper Composite Wires,fabrication of high specific electrical conductivity and high ampacity carbon nanotubecopper composite wires,2,2021.0,Fabrication of High Specific Electrical Conductivity and High Ampacity Carbon NanotubeCopper Composite Wires,10.1002/aelm.202001213,Fabrication of High Specific Electrical Conductivity and High Ampacity Carbon Nanotube/Copper Composite Wires,Advanced Electronic Materials,2021.0,crossref,0.9954,accepted,"[{""api_error"": null, ""api_score"": 62.55006, ""api_status"": 200, ""doi"": ""10.1002/aelm.202001213"", ""journal"": ""Advanced Electronic Materials"", ""match_score"": 0.9953917050691244, ""source"": ""crossref"", ""title"": ""Fabrication of High Specific Electrical Conductivity and High Ampacity Carbon Nanotube/Copper Composite Wires"", ""year"": 2021}, {""api_error"": null, ""api_score"": 43.5971, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2024.118845"", ""journal"": ""Carbon"", ""match_score"": 0.6956521739130435, ""source"": ""crossref"", ""title"": ""Interface engineering for high-strength and high-ampacity of carbon nanotube/copper composite wires"", ""year"": 2024}, {""api_error"": null, ""api_score"": 43.314003, ""api_status"": 200, ""doi"": ""10.2139/ssrn.4596262"", ""journal"": null, ""match_score"": 0.6956521739130435, ""source"": ""crossref"", ""title"": ""Interface Engineering for High-Strength and High-Ampacity of Carbon Nanotube/Copper Composite Wires"", ""year"": 2023}, {""api_error"": null, ""api_score"": 44.87036, ""api_status"": 200, ""doi"": ""10.1021/acsanm.9b01859.s001"", ""journal"": null, ""match_score"": 0.5046728971962616, ""source"": ""crossref"", ""title"": ""Sustaining Enhanced Electrical Conductivity in KAuBr4Doped Carbon Nanotube Wires at High Current Densities"", ""year"": null}, {""api_error"": null, ""api_score"": 41.17458, ""api_status"": 200, ""doi"": ""10.1021/acsnano.3c00488.s001"", ""journal"": null, ""match_score"": 0.44660194174757284, ""source"": ""crossref"", ""title"": ""Single-Walled Carbon Nanotube/Copper CoreShell Fibers with a High Specific Electrical Conductivity"", ""year"": null}]"
1954_Low-Temperature Thermal Conductivity of a Canadian Natural Graphite,low temperature thermal conductivity of a canadian natural graphite,1,1954.0,Low-Temperature Thermal Conductivity of a Canadian Natural Graphite,10.1103/physrev.95.1095,Low-Temperature Thermal Conductivity of a Canadian Natural Graphite,Physical Review,1954.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 46.431038, ""api_status"": 200, ""doi"": ""10.1103/physrev.95.1095"", ""journal"": ""Physical Review"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Low-Temperature Thermal Conductivity of a Canadian Natural Graphite"", ""year"": 1954}, {""api_error"": null, ""api_score"": 1785.9673, ""api_status"": 200, ""doi"": ""10.1103/physrev.95.1095"", ""journal"": ""Physical Review"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Low-Temperature Thermal Conductivity of a Canadian Natural Graphite"", ""year"": 1954}, {""api_error"": null, ""api_score"": 32.797783, ""api_status"": 200, ""doi"": ""10.1103/physrev.104.892"", ""journal"": ""Physical Review"", ""match_score"": 0.7007299270072993, ""source"": ""crossref"", ""title"": ""Interpretation of the Low-Temperature Thermal Conductivity of Graphite"", ""year"": 1956}, {""api_error"": null, ""api_score"": 37.963913, ""api_status"": 200, ""doi"": ""10.2172/4348080"", ""journal"": null, ""match_score"": 0.6486486486486487, ""source"": ""crossref"", ""title"": ""Low-Temperature Thermal and Electrical Conductivity of Graphite: II. Interpretation"", ""year"": 1956}, {""api_error"": null, ""api_score"": 38.566006, ""api_status"": 200, ""doi"": ""10.2172/4397554"", ""journal"": null, ""match_score"": 0.6193548387096774, ""source"": ""crossref"", ""title"": ""Low Temperature Thermal and Electrical Conductivity and Thermoelectric Power of Graphite"", ""year"": 1955}]"
